1;0~10;0~20;0~50;*
2;0~10;0~20;0~50;*
3;0~10;0~20;0~50;*
4;0~10;0~20;0~50;*
5;0~10;0~20;0~50;*
6;0~10;0~20;50~100;*
7;0~10;0~20;50~100;*
8;0~10;0~20;50~100;*
9;0~10;0~20;50~100;*
10;10~20;0~20;50~100;*
11;10~20;0~20;50~100;*
12;10~20;0~20;50~100;*
13;10~20;0~20;50~100;*
14;10~20;0~20;50~100;*
15;10~20;0~20;50~100;*
16;10~20;0~20;50~100;*
17;10~20;0~20;50~100;*
18;10~20;0~20;50~100;*
19;10~20;0~20;50~100;*
20;20~30;20~40;50~100;*
21;20~30;20~40;50~100;*
22;20~30;20~40;50~100;*
23;20~30;20~40;50~100;*
24;20~30;20~40;50~100;*
25;20~30;20~40;50~100;*
26;20~30;20~40;50~100;*
27;20~30;20~40;50~100;*
28;20~30;20~40;50~100;*
29;20~30;20~40;50~100;*
30;30~40;20~40;50~100;*
31;30~40;20~40;50~100;*
32;30~40;20~40;50~100;*
33;30~40;20~40;50~100;*
34;30~40;20~40;50~100;*
35;30~40;20~40;50~100;*
36;30~40;20~40;50~100;*
37;30~40;20~40;50~100;*
38;30~40;20~40;50~100;*
39;30~40;20~40;50~100;*
40;40~50;40~60;50~100;*
41;40~50;40~60;50~100;*
42;40~50;40~60;50~100;*
43;40~50;40~60;50~100;*
44;40~50;40~60;50~100;*
45;40~50;40~60;50~100;*
46;40~50;40~60;50~100;*
47;40~50;40~60;50~100;*
48;40~50;40~60;50~100;*
49;40~50;40~60;50~100;*
50;50~60;40~60;50~100;*
51;50~60;40~60;50~100;*
52;50~60;40~60;50~100;*
53;50~60;40~60;50~100;*
54;50~60;40~60;50~100;*
55;50~60;40~60;50~100;*
56;50~60;40~60;50~100;*
57;50~60;40~60;50~100;*
58;50~60;40~60;50~100;*
59;50~60;40~60;50~100;*
60;60~70;60~80;50~100;*
61;60~70;60~80;50~100;*
62;60~70;60~80;50~100;*
63;60~70;60~80;50~100;*
64;60~70;60~80;50~100;*
65;60~70;60~80;50~100;*
66;60~70;60~80;50~100;*
67;60~70;60~80;50~100;*
68;60~70;60~80;50~100;*
69;60~70;60~80;50~100;*
70;70~80;60~80;50~100;*
71;70~80;60~80;50~100;*
72;70~80;60~80;50~100;*
73;70~80;60~80;50~100;*
74;70~80;60~80;50~100;*
75;70~80;60~80;50~100;*
76;70~80;60~80;50~100;*
77;70~80;60~80;50~100;*
78;70~80;60~80;50~100;*
79;70~80;60~80;50~100;*
80;80~90;80~100;50~100;*
81;80~90;80~100;50~100;*
82;80~90;80~100;50~100;*
83;80~90;80~100;50~100;*
84;80~90;80~100;50~100;*
85;80~90;80~100;50~100;*
86;80~90;80~100;50~100;*
87;80~90;80~100;50~100;*
88;80~90;80~100;50~100;*
89;80~90;80~100;50~100;*
90;90~100;80~100;50~100;*
91;90~100;80~100;50~100;*
92;90~100;80~100;50~100;*
93;90~100;80~100;50~100;*
94;90~100;80~100;50~100;*
95;90~100;80~100;50~100;*
96;90~100;80~100;50~100;*
97;90~100;80~100;50~100;*
98;90~100;80~100;50~100;*
99;90~100;80~100;50~100;*
100;90~100;80~100;50~100;*
